"","drug","model.id","response_type","value"
"2797","TAXOL","M5.1.F420","best.average.response","8.6069"
"2798","TAXOL","M5.1.F420","slope","78.3578"
"2799","TAXOL","M5.1.F420","AUC","211.8245"
"2800","TAXOL","M5.1.F420","survival","34.0000"
"2801","TAXOL + CFI-402257","M15.1.F420","mRECIST","PD"
"2802","TAXOL + CFI-402257","M15.1.F420","best.average.response","61.1656"
"2803","TAXOL + CFI-402257","M15.1.F420","slope","87.3104"
"2804","TAXOL + CFI-402257","M15.1.F420","AUC","393.6306"
"2805","TAXOL + CFI-402257","M15.1.F420","survival","27.0000"
"2806","CFI-400945","M25.1.F420","mRECIST","PR"
"2807","CFI-400945","M25.1.F420","best.average.response","-31.0067"
"2808","CFI-400945","M25.1.F420","slope","-59.7047"
"2809","CFI-400945","M25.1.F420","AUC","112.0781"
"2810","CFI-400945","M25.1.F420","survival","105.0000"
"2811","WATER","M35.1.F420","mRECIST","PD"
"2812","WATER","M35.1.F420","best.average.response","120.1427"
"2813","WATER","M35.1.F420","slope","88.1872"
"2814","WATER","M35.1.F420","AUC","637.9107"
"2815","WATER","M35.1.F420","survival","41.0000"
"2816","CFI-400945","M45.1.F420","mRECIST","SD"
"2817","CFI-400945","M45.1.F420","best.average.response","-14.9046"
"2818","CFI-400945","M45.1.F420","slope","71.5950"
"2819","CFI-400945","M45.1.F420","AUC","237.4557"
"2820","CFI-400945","M45.1.F420","survival","41.0000"
"2821","TAXOL VEHICLE","M5.1.F421","mRECIST","SD"
"2822","TAXOL VEHICLE","M5.1.F421","best.average.response","7.6565"
"2823","TAXOL VEHICLE","M5.1.F421","slope","85.0466"
"2824","TAXOL VEHICLE","M5.1.F421","AUC","389.6771"
"2825","TAXOL VEHICLE","M5.1.F421","survival","48.0000"
"2826","TAXOL + CFI-402257","M15.1.F421","mRECIST","SD"
"2827","TAXOL + CFI-402257","M15.1.F421","best.average.response","-7.7613"
"2828","TAXOL + CFI-402257","M15.1.F421","slope","-15.3275"
"2829","TAXOL + CFI-402257","M15.1.F421","AUC","135.2096"
"2830","TAXOL + CFI-402257","M15.1.F421","survival","48.0000"
"2831","TAXOL VEHICLE","M5.1.F422","mRECIST","PD"
"2832","TAXOL VEHICLE","M5.1.F422","best.average.response","46.0855"
"2833","TAXOL VEHICLE","M5.1.F422","slope","88.0966"
"2834","TAXOL VEHICLE","M5.1.F422","AUC","744.7237"
"2835","TAXOL VEHICLE","M5.1.F422","survival","41.0000"
"2836","CFI-402257","M15.1.F422","mRECIST","PD"
"2837","CFI-402257","M15.1.F422","best.average.response","14.8631"
"2838","CFI-402257","M15.1.F422","slope","84.9330"
"2839","CFI-402257","M15.1.F422","AUC","359.0518"
"2840","CFI-402257","M15.1.F422","survival","29.0000"
"2841","TAXOL + CFI-402257","M25.1.F422","mRECIST","SD"
"2842","TAXOL + CFI-402257","M25.1.F422","best.average.response","-14.6172"
"2843","TAXOL + CFI-402257","M25.1.F422","slope","78.4864"
"2844","TAXOL + CFI-402257","M25.1.F422","AUC","333.8229"
"2845","TAXOL + CFI-402257","M25.1.F422","survival","41.0000"
"2846","TAXOL","M35.1.F422","mRECIST","PD"
"2847","TAXOL","M35.1.F422","best.average.response","26.3195"
"2848","TAXOL","M35.1.F422","slope","83.5161"
"2849","TAXOL","M35.1.F422","AUC","216.1751"
"2850","TAXOL","M35.1.F422","survival","29.0000"
"2851","WATER","M5.1.F423","mRECIST",NA
"2852","WATER","M5.1.F423","best.average.response","NA"
"2853","WATER","M5.1.F423","slope","NA"
"2854","WATER","M5.1.F423","AUC","NA"
"2855","WATER","M5.1.F423","survival","186.0000"
"2856","TAXOL","M15.1.F423","mRECIST",NA
"2857","TAXOL","M15.1.F423","best.average.response","NA"
"2858","TAXOL","M15.1.F423","slope","NA"
"2859","TAXOL","M15.1.F423","AUC","NA"
"2860","TAXOL","M15.1.F423","survival","221.0000"
"2861","TAXOL","M16.2.F423","mRECIST",NA
"2862","TAXOL","M16.2.F423","best.average.response","NA"
"2863","TAXOL","M16.2.F423","slope","NA"
"2864","TAXOL","M16.2.F423","AUC","NA"
"2865","TAXOL","M16.2.F423","survival","196.0000"
"2866","WATER","M5.1.F426","mRECIST","SD"
"2867","WATER","M5.1.F426","best.average.response","-2.3081"
"2868","WATER","M5.1.F426","slope","79.8601"
"2869","WATER","M5.1.F426","AUC","268.4823"
"2870","WATER","M5.1.F426","survival","111.0000"
"2871","ERIBULIN","M15.1.F426","mRECIST","CR"
"2872","ERIBULIN","M15.1.F426","best.average.response","-68.2620"
"2873","ERIBULIN","M15.1.F426","slope","-75.5672"
"2874","ERIBULIN","M15.1.F426","AUC","33.0780"
"2875","ERIBULIN","M15.1.F426","survival","286.0000"
"2876","WATER","M5.1.F427","mRECIST","SD"
"2877","WATER","M5.1.F427","best.average.response","0.3795"
"2878","WATER","M5.1.F427","slope","87.0246"
"2879","WATER","M5.1.F427","AUC","363.2132"
"2880","WATER","M5.1.F427","survival","34.0000"
"2881","TAXOL + CFI-402257","M15.1.F427","mRECIST","SD"
"2882","TAXOL + CFI-402257","M15.1.F427","best.average.response","-2.1891"
"2883","TAXOL + CFI-402257","M15.1.F427","slope","74.0930"
"2884","TAXOL + CFI-402257","M15.1.F427","AUC","216.3656"
"2885","TAXOL + CFI-402257","M15.1.F427","survival","49.0000"
"2886","TAXOL + CFI-402257","M16.2.F427","mRECIST","SD"
"2887","TAXOL + CFI-402257","M16.2.F427","best.average.response","20.7059"
"2888","TAXOL + CFI-402257","M16.2.F427","slope","86.6564"
"2889","TAXOL + CFI-402257","M16.2.F427","AUC","499.2424"
"2890","TAXOL + CFI-402257","M16.2.F427","survival","49.0000"
"2891","TAXOL + CFI-402257","M25.1.F427","mRECIST","SD"
"2892","TAXOL + CFI-402257","M25.1.F427","best.average.response","-21.9639"
"2893","TAXOL + CFI-402257","M25.1.F427","slope","67.8355"
"2894","TAXOL + CFI-402257","M25.1.F427","AUC","271.3701"
"2895","TAXOL + CFI-402257","M25.1.F427","survival","63.0000"
"2896","WATER","M5.1.F428","mRECIST","PD"
"2897","WATER","M5.1.F428","best.average.response","17.5397"
"2898","WATER","M5.1.F428","slope","83.8385"
"2899","WATER","M5.1.F428","AUC","384.3189"
"2900","WATER","M5.1.F428","survival","70.0000"
"2901","CFI-402257","M15.1.F428","mRECIST","PD"
"2902","CFI-402257","M15.1.F428","best.average.response","22.5442"
"2903","CFI-402257","M15.1.F428","slope","85.6305"
"2904","CFI-402257","M15.1.F428","AUC","344.6899"
"2905","CFI-402257","M15.1.F428","survival","30.0000"
"2906","TAXOL + CFI-402257","M25.1.F428","mRECIST","CR"
"2907","TAXOL + CFI-402257","M25.1.F428","best.average.response","-43.7919"
"2908","TAXOL + CFI-402257","M25.1.F428","slope","-74.4190"
"2909","TAXOL + CFI-402257","M25.1.F428","AUC","93.9798"
"2910","TAXOL + CFI-402257","M25.1.F428","survival","224.0000"
"2911","TAXOL + CFI-402257","M26.2.F428","mRECIST","PR"
"2912","TAXOL + CFI-402257","M26.2.F428","best.average.response","-20.1430"
"2913","TAXOL + CFI-402257","M26.2.F428","slope","-51.4710"
"2914","TAXOL + CFI-402257","M26.2.F428","AUC","109.3245"
"2915","TAXOL + CFI-402257","M26.2.F428","survival","169.0000"
"2916","TAXOL","M35.1.F428","mRECIST","SD"
"2917","TAXOL","M35.1.F428","best.average.response","3.1531"
"2918","TAXOL","M35.1.F428","slope","-67.5220"
"2919","TAXOL","M35.1.F428","AUC","256.4239"
"2920","TAXOL","M35.1.F428","survival","111.0000"
"2921","TAXOL","M36.2.F428","mRECIST","SD"
"2922","TAXOL","M36.2.F428","best.average.response","-14.1497"
"2923","TAXOL","M36.2.F428","slope","-39.6791"
"2924","TAXOL","M36.2.F428","AUC","104.6141"
"2925","TAXOL","M36.2.F428","survival","111.0000"
"2926","WATER","M5.1.F429","mRECIST","PD"
"2927","WATER","M5.1.F429","best.average.response","27.4803"
"2928","WATER","M5.1.F429","slope","87.4668"
"2929","WATER","M5.1.F429","AUC","480.8224"
"2930","WATER","M5.1.F429","survival","34.0000"
"2931","WATER","M6.2.F429","mRECIST","PD"
"2932","WATER","M6.2.F429","best.average.response","76.1231"
"2933","WATER","M6.2.F429","slope","88.6351"
"2934","WATER","M6.2.F429","AUC","685.4528"
"2935","WATER","M6.2.F429","survival","29.0000"
"2936","TAXOL","M25.1.F429","mRECIST","SD"
"2937","TAXOL","M25.1.F429","best.average.response","5.2029"
"2938","TAXOL","M25.1.F429","slope","71.5336"
"2939","TAXOL","M25.1.F429","AUC","152.1147"
"2940","TAXOL","M25.1.F429","survival","34.0000"
"2941","CX5461","M35.1.F429","mRECIST","PD"
"2942","CX5461","M35.1.F429","best.average.response","62.0903"
"2943","CX5461","M35.1.F429","slope","87.1739"
"2944","CX5461","M35.1.F429","AUC","520.0678"
"2945","CX5461","M35.1.F429","survival","34.0000"
"2946","CX5461","M36.2.F429","mRECIST","SD"
"2947","CX5461","M36.2.F429","best.average.response","10.9889"
"2948","CX5461","M36.2.F429","slope","80.1486"
"2949","CX5461","M36.2.F429","AUC","199.0894"
"2950","CX5461","M36.2.F429","survival","34.0000"
"2951","TAXOL + CFI-402257","M5.1.F430","mRECIST","CR"
"2952","TAXOL + CFI-402257","M5.1.F430","best.average.response","-79.2494"
"2953","TAXOL + CFI-402257","M5.1.F430","slope","-83.2756"
"2954","TAXOL + CFI-402257","M5.1.F430","AUC","48.0219"
"2955","TAXOL + CFI-402257","M5.1.F430","survival","369.0000"
"2956","TAXOL","M15.1.F430","mRECIST","CR"
"2957","TAXOL","M15.1.F430","best.average.response","-71.3800"
"2958","TAXOL","M15.1.F430","slope","-80.6901"
"2959","TAXOL","M15.1.F430","AUC","53.8502"
"2960","TAXOL","M15.1.F430","survival","218.0000"
"2961","WATER","M5.1.F431","mRECIST","PD"
"2962","WATER","M5.1.F431","best.average.response","26.5708"
"2963","WATER","M5.1.F431","slope","86.9419"
"2964","WATER","M5.1.F431","AUC","317.1745"
"2965","WATER","M5.1.F431","survival","23.0000"
"2966","ERIBULIN","M15.1.F431","mRECIST","SD"
"2967","ERIBULIN","M15.1.F431","best.average.response","-14.6199"
"2968","ERIBULIN","M15.1.F431","slope","-27.4626"
"2969","ERIBULIN","M15.1.F431","AUC","112.3689"
"2970","ERIBULIN","M15.1.F431","survival","23.0000"
"2971","CFI-400945","M5.1.F432","mRECIST","CR"
"2972","CFI-400945","M5.1.F432","best.average.response","-42.7544"
"2973","CFI-400945","M5.1.F432","slope","-71.4361"
"2974","CFI-400945","M5.1.F432","AUC","67.7644"
"2975","CFI-400945","M5.1.F432","survival","163.0000"
"2976","CDX-011","M5.1.F433","mRECIST","PD"
"2977","CDX-011","M5.1.F433","best.average.response","52.7598"
"2978","CDX-011","M5.1.F433","slope","78.2432"
"2979","CDX-011","M5.1.F433","AUC","250.2312"
"2980","CDX-011","M5.1.F433","survival","37.0000"
"2981","ERIBULIN","M5.1.F434","mRECIST","CR"
"2982","ERIBULIN","M5.1.F434","best.average.response","-56.2855"
"2983","ERIBULIN","M5.1.F434","slope","-77.4606"
"2984","ERIBULIN","M5.1.F434","AUC","67.2354"
"2985","ERIBULIN","M5.1.F434","survival","125.0000"
"2986","TAXOL + CFI-402257","M5.1.F435","mRECIST",NA
"2987","TAXOL + CFI-402257","M5.1.F435","best.average.response","NA"
"2988","TAXOL + CFI-402257","M5.1.F435","slope","82.3932"
"2989","TAXOL + CFI-402257","M5.1.F435","AUC","274.2108"
"2990","TAXOL + CFI-402257","M5.1.F435","survival","13.0000"
"2991","CARBOPLATIN","M15.1.F435","mRECIST","PD"
"2992","CARBOPLATIN","M15.1.F435","best.average.response","92.2581"
"2993","CARBOPLATIN","M15.1.F435","slope","88.2462"
"2994","CARBOPLATIN","M15.1.F435","AUC","613.3111"
"2995","CARBOPLATIN","M15.1.F435","survival","27.0000"
"2996","ERIBULIN","M25.1.F435","mRECIST","PD"
"2997","ERIBULIN","M25.1.F435","best.average.response","57.1333"
"2998","ERIBULIN","M25.1.F435","slope","87.7295"
"2999","ERIBULIN","M25.1.F435","AUC","500.5524"
"3000","ERIBULIN","M25.1.F435","survival","23.0000"
"3001","TAXOL + CFI-402257","M6.2.F436","mRECIST","CR"
"3002","TAXOL + CFI-402257","M6.2.F436","best.average.response","-70.7653"
"3003","TAXOL + CFI-402257","M6.2.F436","slope","-64.0367"
"3004","TAXOL + CFI-402257","M6.2.F436","AUC","43.1680"
"3005","TAXOL + CFI-402257","M6.2.F436","survival","165.0000"
"3006","BMN673","M15.1.F436","mRECIST","PD"
"3007","BMN673","M15.1.F436","best.average.response","42.1865"
"3008","BMN673","M15.1.F436","slope","87.7685"
"3009","BMN673","M15.1.F436","AUC","559.3255"
"3010","BMN673","M15.1.F436","survival","28.0000"
"3011","CX5461 VEHICLE","M25.1.F436","mRECIST","PD"
"3012","CX5461 VEHICLE","M25.1.F436","best.average.response","34.8567"
"3013","CX5461 VEHICLE","M25.1.F436","slope","86.1949"
"3014","CX5461 VEHICLE","M25.1.F436","AUC","494.7003"
"3015","CX5461 VEHICLE","M25.1.F436","survival","57.0000"
"3016","CX5461","M35.1.F436","mRECIST","SD"
"3017","CX5461","M35.1.F436","best.average.response","9.0674"
"3018","CX5461","M35.1.F436","slope","71.9295"
"3019","CX5461","M35.1.F436","AUC","146.1605"
"3020","CX5461","M35.1.F436","survival","32.0000"
"3021","CFI-400945","M5.1.F437","mRECIST","SD"
"3022","CFI-400945","M5.1.F437","best.average.response","23.2002"
"3023","CFI-400945","M5.1.F437","slope","63.2668"
"3024","CFI-400945","M5.1.F437","AUC","139.9583"
"3025","CFI-400945","M5.1.F437","survival","88.0000"
"3026","CFI-400945","M6.2.F437","mRECIST","SD"
"3027","CFI-400945","M6.2.F437","best.average.response","-2.7927"
"3028","CFI-400945","M6.2.F437","slope","10.5539"
"3029","CFI-400945","M6.2.F437","AUC","98.3220"
"3030","CFI-400945","M6.2.F437","survival","88.0000"
"3031","TAXOL VEHICLE","M15.1.F437","mRECIST","SD"
"3032","TAXOL VEHICLE","M15.1.F437","best.average.response","21.6510"
"3033","TAXOL VEHICLE","M15.1.F437","slope","72.3880"
"3034","TAXOL VEHICLE","M15.1.F437","AUC","145.9136"
"3035","TAXOL VEHICLE","M15.1.F437","survival","74.0000"
"3036","TAXOL","M25.1.F437","mRECIST","PR"
"3037","TAXOL","M25.1.F437","best.average.response","-56.4213"
"3038","TAXOL","M25.1.F437","slope","33.7515"
"3039","TAXOL","M25.1.F437","AUC","169.3153"
"3040","TAXOL","M25.1.F437","survival","47.0000"
"3041","ERIBULIN","M35.1.F437","mRECIST","CR"
"3042","ERIBULIN","M35.1.F437","best.average.response","-86.8839"
"3043","ERIBULIN","M35.1.F437","slope","-60.3732"
"3044","ERIBULIN","M35.1.F437","AUC","5.7202"
"3045","ERIBULIN","M35.1.F437","survival","226.0000"
"3046","WATER","M5.1.F438","mRECIST","SD"
"3047","WATER","M5.1.F438","best.average.response","1.0628"
"3048","WATER","M5.1.F438","slope","71.3976"
"3049","WATER","M5.1.F438","AUC","163.5245"
"3050","WATER","M5.1.F438","survival","49.0000"
"3051","CFI-402257","M15.1.F438","mRECIST","PR"
"3052","CFI-402257","M15.1.F438","best.average.response","-35.3567"
"3053","CFI-402257","M15.1.F438","slope","63.1444"
"3054","CFI-402257","M15.1.F438","AUC","137.0201"
"3055","CFI-402257","M15.1.F438","survival","55.0000"
"3056","TAXOL + CFI-402257","M5.1.F439","mRECIST","SD"
"3057","TAXOL + CFI-402257","M5.1.F439","best.average.response","9.0002"
"3058","TAXOL + CFI-402257","M5.1.F439","slope","79.8668"
"3059","TAXOL + CFI-402257","M5.1.F439","AUC","219.0334"
"3060","TAXOL + CFI-402257","M5.1.F439","survival","27.0000"
"3061","CFI-400945","M5.1.F440","mRECIST","PD"
"3062","CFI-400945","M5.1.F440","best.average.response","20.8863"
"3063","CFI-400945","M5.1.F440","slope","85.8530"
"3064","CFI-400945","M5.1.F440","AUC","294.1404"
"3065","CFI-400945","M5.1.F440","survival","20.0000"
"3066","CX5461 VEHICLE","M5.1.F441","mRECIST","PD"
"3067","CX5461 VEHICLE","M5.1.F441","best.average.response","23.4703"
"3068","CX5461 VEHICLE","M5.1.F441","slope","78.7548"
"3069","CX5461 VEHICLE","M5.1.F441","AUC","223.7353"
"3070","CX5461 VEHICLE","M5.1.F441","survival","40.0000"
"3071","WATER","M5.1.F442","mRECIST","PD"
"3072","WATER","M5.1.F442","best.average.response","25.1191"
"3073","WATER","M5.1.F442","slope","85.8560"
"3074","WATER","M5.1.F442","AUC","415.2520"
"3075","WATER","M5.1.F442","survival","41.0000"
"3076","ERIBULIN","M15.1.F442","mRECIST","PD"
"3077","ERIBULIN","M15.1.F442","best.average.response","23.4011"
"3078","ERIBULIN","M15.1.F442","slope","76.6716"
"3079","ERIBULIN","M15.1.F442","AUC","295.9269"
"3080","ERIBULIN","M15.1.F442","survival","41.0000"
"3081","ERIBULIN","M25.1.F442","mRECIST","SD"
"3082","ERIBULIN","M25.1.F442","best.average.response","-3.8009"
"3083","ERIBULIN","M25.1.F442","slope","74.2159"
"3084","ERIBULIN","M25.1.F442","AUC","117.9943"
"3085","ERIBULIN","M25.1.F442","survival","34.0000"
"3086","WATER","M5.1.F443","mRECIST","PD"
"3087","WATER","M5.1.F443","best.average.response","42.0897"
"3088","WATER","M5.1.F443","slope","85.7079"
"3089","WATER","M5.1.F443","AUC","352.7417"
"3090","WATER","M5.1.F443","survival","20.0000"
"3091","ERIBULIN","M15.1.F443","mRECIST","PD"
"3092","ERIBULIN","M15.1.F443","best.average.response","17.9121"
"3093","ERIBULIN","M15.1.F443","slope","83.2305"
"3094","ERIBULIN","M15.1.F443","AUC","339.7909"
"3095","ERIBULIN","M15.1.F443","survival","41.0000"
"3096","TAXOL","M25.1.F443","mRECIST","PD"
"3097","TAXOL","M25.1.F443","best.average.response","26.6364"
"3098","TAXOL","M25.1.F443","slope","87.8759"
"3099","TAXOL","M25.1.F443","AUC","730.0242"
"3100","TAXOL","M25.1.F443","survival","27.0000"
"3101","WATER","M5.1.F444","mRECIST","PD"
"3102","WATER","M5.1.F444","best.average.response","73.0594"
"3103","WATER","M5.1.F444","slope","82.3957"
"3104","WATER","M5.1.F444","AUC","341.7649"
"3105","WATER","M5.1.F444","survival","112.0000"
"3106","ERIBULIN","M15.1.F444","mRECIST","CR"
"3107","ERIBULIN","M15.1.F444","best.average.response","-58.7560"
"3108","ERIBULIN","M15.1.F444","slope","-68.4062"
"3109","ERIBULIN","M15.1.F444","AUC","38.1796"
"3110","ERIBULIN","M15.1.F444","survival","174.0000"
"3111","WATER","M5.1.F445","mRECIST","PD"
"3112","WATER","M5.1.F445","best.average.response","47.8160"
"3113","WATER","M5.1.F445","slope","84.8015"
"3114","WATER","M5.1.F445","AUC","300.7307"
"3115","WATER","M5.1.F445","survival","34.0000"
"3116","CFI-400945","M15.1.F445","mRECIST","PD"
"3117","CFI-400945","M15.1.F445","best.average.response","23.1392"
"3118","CFI-400945","M15.1.F445","slope","78.4312"
"3119","CFI-400945","M15.1.F445","AUC","188.4245"
"3120","CFI-400945","M15.1.F445","survival","23.0000"
"3121","TAXOL + CFI-402257","M5.1.F446","mRECIST","PD"
"3122","TAXOL + CFI-402257","M5.1.F446","best.average.response","71.4115"
"3123","TAXOL + CFI-402257","M5.1.F446","slope","86.2199"
"3124","TAXOL + CFI-402257","M5.1.F446","AUC","351.8096"
"3125","TAXOL + CFI-402257","M5.1.F446","survival","22.0000"
"3126","TAXOL","M5.1.F447","mRECIST","SD"
"3127","TAXOL","M5.1.F447","best.average.response","5.9016"
"3128","TAXOL","M5.1.F447","slope","81.3803"
"3129","TAXOL","M5.1.F447","AUC","520.0014"
"3130","TAXOL","M5.1.F447","survival","21.0000"
"3131","WATER","M5.1.F448","mRECIST","SD"
"3132","WATER","M5.1.F448","best.average.response","3.4493"
"3133","WATER","M5.1.F448","slope","83.9357"
"3134","WATER","M5.1.F448","AUC","331.1712"
"3135","WATER","M5.1.F448","survival","47.0000"
"3136","CFI-400945","M15.1.F448","mRECIST","SD"
"3137","CFI-400945","M15.1.F448","best.average.response","-6.4473"
"3138","CFI-400945","M15.1.F448","slope","82.5297"
"3139","CFI-400945","M15.1.F448","AUC","482.3924"
"3140","CFI-400945","M15.1.F448","survival","33.0000"
"3141","WATER","M5.1.F449","mRECIST","PD"
"3142","WATER","M5.1.F449","best.average.response","53.1607"
"3143","WATER","M5.1.F449","slope","86.6610"
"3144","WATER","M5.1.F449","AUC","535.0007"
"3145","WATER","M5.1.F449","survival","41.0000"
"3146","ERIBULIN","M15.1.F449","mRECIST","SD"
"3147","ERIBULIN","M15.1.F449","best.average.response","4.0061"
"3148","ERIBULIN","M15.1.F449","slope","84.3284"
"3149","ERIBULIN","M15.1.F449","AUC","324.3580"
"3150","ERIBULIN","M15.1.F449","survival","41.0000"
"3151","CFI-402257","M5.1.F453","mRECIST","PR"
"3152","CFI-402257","M5.1.F453","best.average.response","-33.6149"
"3153","CFI-402257","M5.1.F453","slope","5.9676"
"3154","CFI-402257","M5.1.F453","AUC","111.3016"
"3155","CFI-402257","M5.1.F453","survival","88.0000"
"3156","WATER","M5.1.F454","mRECIST","PD"
"3157","WATER","M5.1.F454","best.average.response","52.3494"
"3158","WATER","M5.1.F454","slope","85.1544"
"3159","WATER","M5.1.F454","AUC","529.0726"
"3160","WATER","M5.1.F454","survival","82.0000"
"3161","WATER","M6.2.F454","mRECIST","PD"
"3162","WATER","M6.2.F454","best.average.response","65.9247"
"3163","WATER","M6.2.F454","slope","85.7745"
"3164","WATER","M6.2.F454","AUC","584.5603"
"3165","WATER","M6.2.F454","survival","82.0000"
"3166","WATER","M7.3.F454","mRECIST","PD"
"3167","WATER","M7.3.F454","best.average.response","115.3650"
"3168","WATER","M7.3.F454","slope","85.1840"
"3169","WATER","M7.3.F454","AUC","398.1390"
"3170","WATER","M7.3.F454","survival","82.0000"
"3171","CFI-400945","M15.1.F454","mRECIST","CR"
"3172","CFI-400945","M15.1.F454","best.average.response","-51.2334"
"3173","CFI-400945","M15.1.F454","slope","-76.6710"
"3174","CFI-400945","M15.1.F454","AUC","98.9131"
"3175","CFI-400945","M15.1.F454","survival","168.0000"
"3176","CFI-400945","M16.2.F454","mRECIST","SD"
"3177","CFI-400945","M16.2.F454","best.average.response","-11.7794"
